title,brand,os,ram,cpu,storage,screen size,resolution,cpu speed,model,wireless provider,cellular technology,color,refresh rate,sim count,wireless technology,price,price before promotion,rate,camera,img,website,currancy,url,reviews,width resolution,height resolution
SAMSUNG SM-S911BZKDEUB Galaxy S23 Black 128GB Phantom,SAMSUNG,android,8.0,Snapdragon,128.0,,2340 x 1080,,SM-S911BZKDEUB,Unlocked for All Carriers,5G,Black,,,,548.2944,,4.5,,https://m.media-amazon.com/images/I/41xL-rs6wJL._AC_SL1300_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/SAMSUNG-SM-S911BZKDEUB-Galaxy-Black-Phantom/dp/B0BTYX74HZ/ref=sr_1_227?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-227,"['Name: Rotterdam (NL) customer, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 19 June 2024, Review: None']",2340.0,1080.0
"SAMSUNG Galaxy A15, Android 14 Smartphone, Super AMOLED Display 6.5",,,,,,,,,,,,Blue Black,,,,236.3904,,4.5,,https://m.media-amazon.com/images/I/51YvO6ChqaL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/SAMSUNG-Galaxy-Android-Smartphone-Display/dp/B0D81J2KFN/ref=sr_1_23_mod_primary_new?dib=eyJ2IjoiMSJ9.BuWTlJLCRr658YB1QzkuiFdzwuNpbcBYvtjQE1HTU3w4OnooVG5ZPHEWUVohew8S5FButS8DWhBSoDZf40RJNSMONuFdZJ7Doj0GqDvemi_VKkOCHPMtoUL_tvS6W2yeBxZ2bK4lETg4R7Ursd5Wa4tQa1vEKlIQb3QzTvNoBEd7SUjmkfbJ_EHE-myvI-7fblOKFhDK5wy6Zk524jb_7eEQqsVKNSdqLuSk3sr_Ku9xlMPP5kXZEIKPwTIIwd0uwpr4pDnaIhVz46XttgF7vPYEHr0OJDD3fQr1mYSgXKY.kxc7u1wueyd3SlJXz4ugBrEY36u2pKvxKmBgKsf3SGY&dib_tag=se&qid=1728792786&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-23,[],,
"Pocket Mini Android Phones, 4G, Small Smartphone, Unlocked, Android 9, Quad Core, 2600mAh, 3 Inch HD+ IPS Dual SIM Free Mobile Phone, Face Unlock, OTG Camera GPS Google Play Store (Purple 2",Rainbuvvy,Android 9.0,,,3.0,3.0,,1.28 GHz,4 US,Everything Everywhere,4G,Purple,,,,92.553408,,5.0,,https://m.media-amazon.com/images/I/51-VnEnFvrL._AC_SL1100_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Pocket-Android-Smartphone-Unlocked-2600mAh/dp/B0C4KQCMFY/ref=sr_1_229?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-229,[],,
GALAXY S24 + 12/256 VIOLET,SAMSUNG,Android 14,,,256.0,,2560 x 1440,,Galaxy S24 Plus,Go Mobile,2G,Violet,,,,937.9008,,4.0,,https://m.media-amazon.com/images/I/41Y4JJLoPgL._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/GALAXY-S24-12-256-VIOLET/dp/B0CSVM1ZY9/ref=sr_1_218?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-218,[],2560.0,1440.0
Samsung SM-A356B Galaxy A35 5G Dual SIM 6GB RAM 128GB Awesome Lilac EU,SAMSUNG,android,6.0,,128.0,,1920 x 1080,,,Unlocked for All Carriers,,Black,,Dubbele simkaart,Wi-Fi,295.26912,,4.0,,https://m.media-amazon.com/images/I/51jW74JOXUL._AC_SL1201_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Samsung-SM-A356B-Galaxy-128GB-Awesome/dp/B0CY8CFPQY/ref=sr_1_230?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-230,[],1920.0,1080.0
"Samsung Galaxy A25 5G 16.5 cm (6.5"") USB Type-C 6 Go 128 Go 5000 mAh Blue",SAMSUNG,android,,,128.0,6.5,,,,Unlocked,2G,Blue,,,Wi-Fi,239.6736,,4.4,,https://m.media-amazon.com/images/I/61ysp5TVAgL._AC_SL1060_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Samsung-Galaxy-16-5-Type-C-5000/dp/B0CN13L6F7/ref=sr_1_223?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-223,[],,
"SAMSUNG Mobile Phone A05s Dual-SIM, 64 GB, Black, 4 GB RAM",SAMSUNG,Android 13.0,,,64.0,6.7,,,Galaxy A05s,Zain,5G,Black,,Dual SIM,LTE,127.453824,,4.3,,https://m.media-amazon.com/images/I/61nbkFg6rnL._AC_SL1407_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/SAMSUNG-Mobile-Phone-Dual-SIM-Black/dp/B0CQJY9JYT/ref=sr_1_200?dib=eyJ2IjoiMSJ9.fhgvXjBAWWCDcVAnm_1pwnIbh9FVmaJ3tgU9gxdlnw_kH5zDVPwgN3UgiVWsHpdxOsm7WoyHz_TEQUHyOf_PjJgXzwyhSMqJAGx3ywpg1gafP8yTrYCbkoXuciUTQCi-8eZ6dIqfmgbXEQ2d3aN3Ud48PdkDcnbFCo0sNW7o2ciM7tqi0J73uWLk0LvTccLE5XSBv-tBgAdiAIpZTrkZt_c9XudyYFA2eSuS2X4BgL-IKDB2fN8ZbqUPg47KFgAAfkrzT6THd8jsF3Y7E7gb9nXjTgdmpqadpu2-oGS2cg8.HtLZ5R09gCEjviIj_e9gBHUV1zj3ht49PUj1Pkwwo7o&dib_tag=se&qid=1728792788&s=electronics&sr=1-200,[],,
OnePlus Nord 3 5G 8 GB RAM 128 GB Simlock Free Smartphone with Triple 50MP Camera + OIS - 2 Year Manufacturer Warranty - Tempest Grey,ONEPLUS,OxygenOS,8.0,,128.0,,,,Nord 3,Unlocked for All Carriers,5G,Tempest Grey,,,,327.2256,491.3856,4.5,50MP,https://m.media-amazon.com/images/I/514sRqzi2dL._AC_SL1106_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/OnePlus-5G-Simlock-Smartphone-Triple/dp/B0C5F16YNC/ref=sr_1_212?dib=eyJ2IjoiMSJ9.fhgvXjBAWWCDcVAnm_1pwnIbh9FVmaJ3tgU9gxdlnw_kH5zDVPwgN3UgiVWsHpdxOsm7WoyHz_TEQUHyOf_PjJgXzwyhSMqJAGx3ywpg1gafP8yTrYCbkoXuciUTQCi-8eZ6dIqfmgbXEQ2d3aN3Ud48PdkDcnbFCo0sNW7o2ciM7tqi0J73uWLk0LvTccLE5XSBv-tBgAdiAIpZTrkZt_c9XudyYFA2eSuS2X4BgL-IKDB2fN8ZbqUPg47KFgAAfkrzT6THd8jsF3Y7E7gb9nXjTgdmpqadpu2-oGS2cg8.HtLZ5R09gCEjviIj_e9gBHUV1zj3ht49PUj1Pkwwo7o&dib_tag=se&qid=1728792788&s=electronics&sr=1-212,[],,
"Apple iPhone 13, 128GB, Green - (Refurbished)",Apple,"ios, iOS 15",,,128.0,6.1,,,iPhone,Unlocked for All Carriers,,Green,,,Wi-Fi,443.232,,3.9,,https://m.media-amazon.com/images/I/61LLhELDAbL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Apple-iPhone-128GB-Green-Refurbished/dp/B0BBPGSSFZ/ref=sr_1_213?dib=eyJ2IjoiMSJ9.fhgvXjBAWWCDcVAnm_1pwnIbh9FVmaJ3tgU9gxdlnw_kH5zDVPwgN3UgiVWsHpdxOsm7WoyHz_TEQUHyOf_PjJgXzwyhSMqJAGx3ywpg1gafP8yTrYCbkoXuciUTQCi-8eZ6dIqfmgbXEQ2d3aN3Ud48PdkDcnbFCo0sNW7o2ciM7tqi0J73uWLk0LvTccLE5XSBv-tBgAdiAIpZTrkZt_c9XudyYFA2eSuS2X4BgL-IKDB2fN8ZbqUPg47KFgAAfkrzT6THd8jsF3Y7E7gb9nXjTgdmpqadpu2-oGS2cg8.HtLZ5R09gCEjviIj_e9gBHUV1zj3ht49PUj1Pkwwo7o&dib_tag=se&qid=1728792788&s=electronics&sr=1-213,"['Name: Amalia Toulon, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 13 December 2023, Review: None']",,
"DOOGEE S118 4G Rugged Smartphone (2024), 10800mAh Battery, Helio G99 20GB + 512GB, 6.58 Inch FHD+, 50MP Triple AI Camera (8MP Night Vision) + 32MP, Android 14 Waterproof Mobile Phone, NFC Black",DOOGEE,Android 14,20.0,,512.0,6.58,,,DOOGEE S118,Unlocked for All Carriers,,Black,,,LTE,295.477056,,3.9,,https://m.media-amazon.com/images/I/81JcijO3wXL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/DOOGEE-S118-Smartphone-10800mAh-Waterproof/dp/B0D3LB85H2/ref=sr_1_222?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-222,[],,
"Samsung Galaxy S20 5G 128GB (Cloud Blue) without Simlock, No Branding (Refurbished)",SAMSUNG,Android 10.0,12.0,,12.0,6.2,,,Galaxy S20,Unlocked,5G,Blue,,,,327.2256,,3.1,,https://m.media-amazon.com/images/I/71jurfT07uL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Samsung-without-Simlock-Branding-Refurbished/dp/B08S7N4V92/ref=sr_1_193?dib=eyJ2IjoiMSJ9.fhgvXjBAWWCDcVAnm_1pwnIbh9FVmaJ3tgU9gxdlnw_kH5zDVPwgN3UgiVWsHpdxOsm7WoyHz_TEQUHyOf_PjJgXzwyhSMqJAGx3ywpg1gafP8yTrYCbkoXuciUTQCi-8eZ6dIqfmgbXEQ2d3aN3Ud48PdkDcnbFCo0sNW7o2ciM7tqi0J73uWLk0LvTccLE5XSBv-tBgAdiAIpZTrkZt_c9XudyYFA2eSuS2X4BgL-IKDB2fN8ZbqUPg47KFgAAfkrzT6THd8jsF3Y7E7gb9nXjTgdmpqadpu2-oGS2cg8.HtLZ5R09gCEjviIj_e9gBHUV1zj3ht49PUj1Pkwwo7o&dib_tag=se&qid=1728792788&s=electronics&sr=1-193,[],,
Olympia Neo Seniors Smartphone Extra Large Display Hearing Aids Compatible Emergency Call Button Black,OLYMPIA,Android 10.0,16.0,,16.0,5.5,,,Neo,Unlocked for All Carriers,4G,Black,,,,29.5488,,3.6,,https://m.media-amazon.com/images/I/61bqXwmSMIL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Olympia-Seniors-Smartphone-Compatible-Emergency/dp/B08NRRSWGF/ref=sr_1_205?dib=eyJ2IjoiMSJ9.fhgvXjBAWWCDcVAnm_1pwnIbh9FVmaJ3tgU9gxdlnw_kH5zDVPwgN3UgiVWsHpdxOsm7WoyHz_TEQUHyOf_PjJgXzwyhSMqJAGx3ywpg1gafP8yTrYCbkoXuciUTQCi-8eZ6dIqfmgbXEQ2d3aN3Ud48PdkDcnbFCo0sNW7o2ciM7tqi0J73uWLk0LvTccLE5XSBv-tBgAdiAIpZTrkZt_c9XudyYFA2eSuS2X4BgL-IKDB2fN8ZbqUPg47KFgAAfkrzT6THd8jsF3Y7E7gb9nXjTgdmpqadpu2-oGS2cg8.HtLZ5R09gCEjviIj_e9gBHUV1zj3ht49PUj1Pkwwo7o&dib_tag=se&qid=1728792788&s=electronics&sr=1-205,[],,
"Mobile Phone with 6.7 Inch Screen for 12 System, 8-core Processor, 32MP Camera, 8GB 256GB Smartphone, 4G Unlocked Smartphone with High Definition Display (GOLD)",Lazmin112,,8.0,,64.0,6.7,,2.1 GHz,,Unlocked,,Gold,,Enkele simkaart,Wi-Fi,135.552384,,1.8,32MP,https://m.media-amazon.com/images/I/61IesOnFb7L._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Processor-Smartphone-Unlocked-Definition-Display/dp/B0CHS91YDP/ref=sr_1_221?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-221,[],,
"Motorola Moto G62 5G 6,5"" FHD+ 6/128 GB Grey",motorola,Android 8.1,,,128.0,6.5,,,Moto G62 5G,Unlocked,5G,Grey,,,LTE,174.99456,,5.0,,https://m.media-amazon.com/images/I/51Ne3OK+TkL._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Motorola-Moto-G62-FHD-Grey/dp/B0BKNG1YR2/ref=sr_1_199?dib=eyJ2IjoiMSJ9.fhgvXjBAWWCDcVAnm_1pwnIbh9FVmaJ3tgU9gxdlnw_kH5zDVPwgN3UgiVWsHpdxOsm7WoyHz_TEQUHyOf_PjJgXzwyhSMqJAGx3ywpg1gafP8yTrYCbkoXuciUTQCi-8eZ6dIqfmgbXEQ2d3aN3Ud48PdkDcnbFCo0sNW7o2ciM7tqi0J73uWLk0LvTccLE5XSBv-tBgAdiAIpZTrkZt_c9XudyYFA2eSuS2X4BgL-IKDB2fN8ZbqUPg47KFgAAfkrzT6THd8jsF3Y7E7gb9nXjTgdmpqadpu2-oGS2cg8.HtLZ5R09gCEjviIj_e9gBHUV1zj3ht49PUj1Pkwwo7o&dib_tag=se&qid=1728792788&s=electronics&sr=1-199,[],,
Artfone C1 Senior Mobile Phone with Large Keys SOS Function 1.77 Inch Display Dual SIM Fast Call Torch Loud Radio Long Battery Life,Ellenne,ios,,,32.0,1.8,,,C1,Unlocked,2G,,,Dual SIM,GSM,33.915456,,4.2,,https://m.media-amazon.com/images/I/61pmBVfmI6L._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Artfone-C1-Function-Display-Battery/dp/B08616K19P/ref=sr_1_236?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-236,"['Name: Patrick Fortuin, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 5 October 2024, Review: None', 'Name: carl, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 5 January 2022, Review: None']",,
"Turnaroundtech Mobile Phone Holder for Exercise Bike, Universal, Suitable for Smartphones up to 7.5 Inches, Mobile Phone Holder for Bicycle Spinning, Phone Holder, Treadmill, Black",Turnaroundtech,,,,,,,,,,,Black,,,,9.8496,10.83456,4.3,,https://m.media-amazon.com/images/I/61GmygXv-zL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Turnaroundtech-Exercise-Universal-Smartphones-Treadmill/dp/B0CGVR94LF/ref=sr_1_240?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-240,[],,
"Unlocked Smartphones, S21 Ultra 6.1in 4G/5G Dual SIM Unlocked Mobile Phone, 12GB RAM 512GB ROM, 24MP 48MP Dual Camera, Face ID Android Phone with 5000mAh Battery(E.U. Plug)",Vikye,android,12.0,,8.0,6.1,,,S21 Ultra,Unlocked,,Clear,,,Wi-Fi,81.707904,,3.4,,https://m.media-amazon.com/images/I/61C+YshuiVL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Unlocked-Smartphones-Android-5000mAh-Battery/dp/B0B58HKFH1/ref=sr_1_208?dib=eyJ2IjoiMSJ9.fhgvXjBAWWCDcVAnm_1pwnIbh9FVmaJ3tgU9gxdlnw_kH5zDVPwgN3UgiVWsHpdxOsm7WoyHz_TEQUHyOf_PjJgXzwyhSMqJAGx3ywpg1gafP8yTrYCbkoXuciUTQCi-8eZ6dIqfmgbXEQ2d3aN3Ud48PdkDcnbFCo0sNW7o2ciM7tqi0J73uWLk0LvTccLE5XSBv-tBgAdiAIpZTrkZt_c9XudyYFA2eSuS2X4BgL-IKDB2fN8ZbqUPg47KFgAAfkrzT6THd8jsF3Y7E7gb9nXjTgdmpqadpu2-oGS2cg8.HtLZ5R09gCEjviIj_e9gBHUV1zj3ht49PUj1Pkwwo7o&dib_tag=se&qid=1728792788&s=electronics&sr=1-208,[],,
"Unihertz Jelly 2, the world's smallest Android 11 4G unlocked Smartphone with 6GB RAM and 128GB ROM Emergency Phone for Studies",Unihertz,Android 11.0,6.0,,6.0,3.0,,2 GHz,Jelly 2,Unlocked for All Carriers,"4G, 2G",,,,,196.981056,,4.2,,https://m.media-amazon.com/images/I/512kwxrVXSL._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Unihertz-Jelly-smallest-Smartphone-Emergency/dp/B08WWQWGDN/ref=sr_1_201?dib=eyJ2IjoiMSJ9.fhgvXjBAWWCDcVAnm_1pwnIbh9FVmaJ3tgU9gxdlnw_kH5zDVPwgN3UgiVWsHpdxOsm7WoyHz_TEQUHyOf_PjJgXzwyhSMqJAGx3ywpg1gafP8yTrYCbkoXuciUTQCi-8eZ6dIqfmgbXEQ2d3aN3Ud48PdkDcnbFCo0sNW7o2ciM7tqi0J73uWLk0LvTccLE5XSBv-tBgAdiAIpZTrkZt_c9XudyYFA2eSuS2X4BgL-IKDB2fN8ZbqUPg47KFgAAfkrzT6THd8jsF3Y7E7gb9nXjTgdmpqadpu2-oGS2cg8.HtLZ5R09gCEjviIj_e9gBHUV1zj3ht49PUj1Pkwwo7o&dib_tag=se&qid=1728792788&s=electronics&sr=1-201,"['Name: Wim, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 7 May 2022, Review: None', 'Name: claudia verkerk, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 16 November 2023, Review: None', 'Name: Grigory Entin, Rating: 3.0 out of 5 stars, Date: Reviewed in the Netherlands on 26 September 2024, Review: None', 'Name: P. Heijnen, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 2 July 2022, Review: None', 'Name: Abhinav Suryawanshi, Rating: 3.0 out of 5 stars, Date: Reviewed in the Netherlands on 22 August 2023, Review: None', 'Name: souf, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 26 August 2022, Review: None', 'Name: Glenn K, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 6 December 2022, Review: None', 'Name: Harry, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 7 December 2022, Review: None']",,
Xiaomi Redmi 13C 4+128GB DS 4G Navy Blue OEM,,,,,128.0,6.74,,,Xiaomi Redmi 13C,3,,Navy Blue,,,LTE,140.159808,,4.6,,https://m.media-amazon.com/images/I/51O3U-W9BOL._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Xiaomi-Redmi-128GB-Navy-Blue/dp/B0CLNQMG33/ref=sr_1_238?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-238,[],,
Redmi A3 3GB RAM 64GB ROM Green,Xiaomi,MIUI 14,64.0,,64.0,,1080 x 2340,2.2 GHz,Redmi A3,Unlocked for All Carriers,,Red,2.2 Hz,,,119.2896,119.2896,4.0,8MP,https://m.media-amazon.com/images/I/21Ep-WL9egL._AC_SX300_SY300_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Redmi-A3/dp/B0CVGT8VPW/ref=sr_1_215?dib=eyJ2IjoiMSJ9.fhgvXjBAWWCDcVAnm_1pwnIbh9FVmaJ3tgU9gxdlnw_kH5zDVPwgN3UgiVWsHpdxOsm7WoyHz_TEQUHyOf_PjJgXzwyhSMqJAGx3ywpg1gafP8yTrYCbkoXuciUTQCi-8eZ6dIqfmgbXEQ2d3aN3Ud48PdkDcnbFCo0sNW7o2ciM7tqi0J73uWLk0LvTccLE5XSBv-tBgAdiAIpZTrkZt_c9XudyYFA2eSuS2X4BgL-IKDB2fN8ZbqUPg47KFgAAfkrzT6THd8jsF3Y7E7gb9nXjTgdmpqadpu2-oGS2cg8.HtLZ5R09gCEjviIj_e9gBHUV1zj3ht49PUj1Pkwwo7o&dib_tag=se&qid=1728792788&s=electronics&sr=1-215,[],1080.0,2340.0
"GameSir G7 SE Wired Controller for Xbox Series X|S, Xbox One and Windows 10/11, Plug and Play Gaming Gamepad with Hall Effect Joysticks / Hall Trigger, 3.5mm Audio Jack (Orange)",,,,,,,,,,,,Orange,,,,66.15648,,3.8,,https://m.media-amazon.com/images/I/713WaxYuPBL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/GameSir-Controller-Windows-Gamepad-Joysticks/dp/B0D8KQP5C6/ref=sr_1_235?dib=eyJ2IjoiMSJ9.8qt26HV7X1cZzx-3s6vGiEytWhsegXT-n3FPtD57nARz6XGOBe9GKEIaPTUWl12LzWPCsNFlq3ZNYeOsV2kWrHR1TIi8lRNBKKd-WRRZG6uSBViJeh-hHvno6b14EyCUt3kyPPMzS6A7oQCYdO8-t6UegOwdWhCvxy5fle0c9IB5LFoSXlICv1K0TO9bi9Gn2hr7RLZBoR9v_SvVdYPblgJOxbh4YKNV-iYkO0BKwjWR6xqso96duSIcQUcHQ1RQUvYuYh3zGaRChgf4N-PbDiTsWnyxZSUFt9DWUSBSJgA.RB1GP21KalL3oNu26YMHT-V90fRt7UgTVxBCsjeuVQ4&dib_tag=se&qid=1728792800&s=electronics&sr=1-235,[],,
